time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452250000	5.3585	19.353	5.02554	3.71702	0.478021	radar	1.73864	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.14322	19.252	5.01695	3.72643	0.462237	lidar	1.90769	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94899	19.1403	4.96943	3.73482	0.434927	radar	4.6186	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78317	18.989	4.92696	3.7686	0.449424	lidar	0.7124	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.5757	18.8389	4.9527	3.79476	0.460549	radar	1.47753	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39633	18.7069	4.92319	3.81451	0.45763	lidar	1.11405	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21176	18.5652	4.8899	3.82737	0.435982	radar	1.37643	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.0838	18.4088	4.81985	3.8643	0.455008	lidar	2.1271	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90231	18.2359	4.87479	3.90554	0.499208	radar	7.13792	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65106	18.0954	4.944	3.89923	0.461493	lidar	2.62046	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48588	17.9446	4.89246	3.91079	0.43662	radar	3.39673	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26211	17.778	4.94436	3.91628	0.416464	lidar	1.16658	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08466	17.5942	4.97975	3.94838	0.442737	radar	2.41817	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90388	17.4766	4.94543	3.94762	0.41746	lidar	6.11742	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76352	17.2599	4.97649	4.00067	0.472205	radar	3.20465	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58876	17.0746	4.98826	4.01824	0.465017	lidar	0.0833608	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42358	16.9081	4.93915	4.02021	0.424602	radar	2.06526	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25876	16.7357	4.93333	4.03284	0.414876	lidar	0.510571	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08449	16.5405	4.93354	4.03997	0.388213	radar	5.01235	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93072	16.3104	4.96548	4.06865	0.39812	lidar	2.27443	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77241	16.1342	4.93285	4.07117	0.367911	radar	1.06989	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56819	15.9662	4.96231	4.06062	0.333807	lidar	1.75516	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44306	15.7352	4.99963	4.10444	0.379646	radar	2.06256	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27141	15.5181	5.03817	4.11513	0.369285	lidar	0.860966	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11516	15.3251	5.02965	4.12073	0.350486	radar	0.968227	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.905429	15.1083	5.10091	4.11386	0.320829	lidar	2.54721	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.757239	14.9271	5.0534	4.11216	0.289047	radar	2.41144	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.652484	14.7119	5.02658	4.14148	0.306657	lidar	0.461016	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.541842	14.4709	5.05802	4.17997	0.3445	radar	1.78817	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.368743	14.2497	5.1009	4.18025	0.324153	lidar	0.932901	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.251045	13.9983	5.16531	4.21964	0.369144	radar	3.25376	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.23156	13.7487	5.10209	4.2812	0.420367	lidar	3.55669	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.130442	13.5064	5.13502	4.31104	0.438997	radar	1.05975	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0356429	13.2771	5.17992	4.3041	0.403795	lidar	1.54021	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.153694	13.0582	5.14759	4.30755	0.375522	radar	1.0459	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.162844	12.8305	5.07267	4.36149	0.419309	lidar	3.26153	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.282244	12.605	5.04551	4.35834	0.37937	radar	3.5734	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401319	12.3693	5.06654	4.36271	0.361277	lidar	0.365528	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.526663	12.1604	5.0387	4.35363	0.321884	radar	3.82705	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.60553	11.9401	5.0165	4.37045	0.323309	lidar	0.531423	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.732434	11.7123	5.02007	4.36255	0.28932	radar	2.80383	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.925939	11.47	5.09322	4.33034	0.231739	lidar	4.13373	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03376	11.244	5.05416	4.32406	0.196322	radar	2.90098	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20896	11.0174	5.09578	4.29795	0.153093	lidar	2.19921	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28736	10.7715	5.12228	4.32629	0.189898	radar	1.3433	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41554	10.5185	5.16075	4.32416	0.175892	lidar	0.914573	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50072	10.2567	5.20083	4.34803	0.203176	radar	1.50816	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.6004	10.0457	5.17011	4.35019	0.194229	lidar	1.9279	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69023	9.81544	5.14752	4.35568	0.185325	radar	0.498493	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76608	9.59423	5.11652	4.36762	0.188798	lidar	0.802965	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87375	9.34322	5.16098	4.37475	0.194178	radar	2.56643	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95385	9.05227	5.21222	4.39238	0.202831	lidar	4.14143	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04162	8.82854	5.17056	4.39043	0.180002	radar	1.79066	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13749	8.57677	5.18762	4.39383	0.173199	lidar	0.162014	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26447	8.3238	5.22308	4.38282	0.148598	radar	2.86646	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31292	8.08907	5.18647	4.40357	0.164688	lidar	0.760522	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37863	7.87458	5.13351	4.4105	0.15985	radar	5.48591	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49107	7.62389	5.16352	4.40356	0.142007	lidar	0.695346	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65484	7.38985	5.17249	4.36062	0.0645849	radar	5.65903	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75832	7.1342	5.19731	4.35915	0.0588969	lidar	0.358301	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82019	6.89873	5.1813	4.37856	0.0869727	radar	1.65249	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86458	6.6884	5.1137	4.39525	0.101349	lidar	2.5489	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93262	6.46436	5.05823	4.39053	0.0719238	radar	4.14377	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98765	6.22706	5.03857	4.40371	0.0829222	lidar	0.418747	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10403	5.98056	5.07773	4.39425	0.0702057	radar	3.29608	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18519	5.70778	5.11794	4.40025	0.0728558	lidar	1.63971	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29468	5.46099	5.12407	4.37986	0.0275066	radar	2.22795	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39029	5.20065	5.15528	4.37839	0.0242584	lidar	0.576642	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45759	4.95449	5.15386	4.39187	0.0461233	radar	0.249575	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5701	4.67873	5.21604	4.38551	0.0367693	lidar	2.17106	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67937	4.42672	5.22672	4.36553	-0.00696669	radar	2.22338	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.8107	4.15783	5.28795	4.35222	-0.0204507	lidar	2.65725	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89149	3.91666	5.27722	4.36306	0.00507447	radar	1.17892	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96473	3.68254	5.24643	4.36756	0.00897558	lidar	0.633788	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06776	3.47491	5.19838	4.3486	-0.0283771	radar	4.12871	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15894	3.2302	5.20001	4.34792	-0.0275637	lidar	0.00902293	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27413	2.97689	5.22826	4.33275	-0.0543214	radar	0.766719	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36326	2.70439	5.26356	4.33681	-0.0460376	lidar	1.34061	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45014	2.45461	5.26393	4.34227	-0.0313597	radar	0.196769	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55406	2.19112	5.29636	4.34091	-0.0297678	lidar	0.690718	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66443	1.95928	5.28691	4.31544	-0.0850393	radar	4.00129	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77902	1.68798	5.33601	4.31242	-0.0812661	lidar	1.63975	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90282	1.43978	5.35749	4.29491	-0.10862	radar	0.572073	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96336	1.20324	5.31015	4.30194	-0.0980033	lidar	4.85872	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05977	0.983727	5.26604	4.29923	-0.0913598	radar	1.0923	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12174	0.749111	5.22547	4.30588	-0.0816211	lidar	3.96815	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21448	0.458185	5.29722	4.31114	-0.0752362	radar	5.24914	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28984	0.216488	5.27515	4.31508	-0.0679311	lidar	1.52379	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.404	0.0918042	5.11165	4.29186	-0.0830027	radar	9.86175	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47409	-0.154258	5.10994	4.30095	-0.067781	lidar	1.8072	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59448	-0.366437	5.08881	4.28277	-0.0929662	radar	2.09584	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72998	-0.57511	5.06948	4.26347	-0.111639	lidar	1.70998	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84512	-0.805345	5.09923	4.24279	-0.151824	radar	5.3703	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93944	-1.06748	5.1449	4.25207	-0.128419	lidar	2.33934	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02821	-1.33107	5.18592	4.26227	-0.107641	radar	3.63438	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16541	-1.55026	5.17901	4.24552	-0.121933	lidar	0.724405	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30929	-1.78657	5.24125	4.21484	-0.177954	radar	4.27296	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41367	-2.04155	5.26637	4.22022	-0.158999	lidar	0.822446	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56478	-2.2502	5.24529	4.19882	-0.174304	radar	2.7956	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71324	-2.46697	5.24123	4.18093	-0.185886	lidar	0.378668	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86877	-2.68242	5.24686	4.15975	-0.20376	radar	1.08413	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95965	-2.95565	5.28597	4.18003	-0.163955	lidar	2.73196	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08761	-3.18337	5.27171	4.17792	-0.151049	radar	0.275365	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21231	-3.38486	5.23383	4.16633	-0.157511	lidar	1.188	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35711	-3.63403	5.27014	4.1641	-0.1483	radar	4.61397	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.5173	-3.77885	5.18537	4.12593	-0.189727	lidar	4.70927	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66132	-3.98997	5.1872	4.11365	-0.195915	radar	0.423984	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81592	-4.21949	5.21114	4.10614	-0.192347	lidar	0.53626	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96596	-4.43959	5.21616	4.09914	-0.187617	radar	0.408911	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12774	-4.67752	5.25243	4.09376	-0.181607	lidar	1.25044	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26553	-4.88534	5.19667	4.0967	-0.154569	radar	2.67507	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39915	-5.10489	5.19511	4.09724	-0.144082	lidar	0.228389	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54425	-5.27761	5.11676	4.08649	-0.140504	radar	4.24425	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73723	-5.47464	5.13367	4.06193	-0.162451	lidar	1.80099	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89495	-5.67415	5.11905	4.05398	-0.159507	radar	0.406823	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05429	-5.85983	5.10336	4.04034	-0.166964	lidar	0.202108	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.1918	-6.02191	5.01757	4.03304	-0.159665	radar	6.60599	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37442	-6.12503	4.93806	3.98799	-0.20787	lidar	5.38061	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54875	-6.30888	4.93999	3.97472	-0.210518	radar	0.901983	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69051	-6.51527	4.94742	3.98085	-0.189399	lidar	0.396193	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.9123	-6.67446	4.98788	3.9413	-0.231074	radar	6.93554	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1177	-6.83528	4.99408	3.91356	-0.251281	lidar	0.655736	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3022	-6.99721	4.99995	3.89458	-0.26103	radar	1.04969	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5327	-7.17312	5.04305	3.8678	-0.277326	lidar	3.46783	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7386	-7.31458	5.04168	3.83927	-0.296738	radar	1.94641	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9852	-7.47223	5.08282	3.80624	-0.318538	lidar	3.45479	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1748	-7.6122	5.04508	3.7889	-0.320101	radar	1.29805	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.325	-7.76721	5.00362	3.79106	-0.298439	lidar	3.25571	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5215	-7.89373	4.97252	3.76874	-0.307862	radar	1.87517	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7033	-7.99806	4.92185	3.74445	-0.320133	lidar	3.2399	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8987	-8.11052	4.85519	3.72112	-0.329339	radar	2.00279	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1148	-8.20043	4.83577	3.68492	-0.354244	lidar	0.777705	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3402	-8.32712	4.89938	3.66479	-0.355828	radar	2.58789	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5445	-8.40748	4.8628	3.63334	-0.373586	lidar	1.93147	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7527	-8.49207	4.8046	3.60332	-0.389965	radar	1.80587	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0288	-8.58006	4.85666	3.56072	-0.41701	lidar	3.90634	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2766	-8.67906	4.90768	3.53639	-0.418362	radar	2.71586	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4983	-8.7258	4.8763	3.49755	-0.44124	lidar	1.90765	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7179	-8.76391	4.80404	3.4539	-0.473991	radar	3.77113	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9421	-8.87648	4.81879	3.44959	-0.44985	lidar	0.931938	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1913	-8.96797	4.8939	3.43852	-0.427835	radar	2.94055	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4128	-9.08121	4.89715	3.4396	-0.400419	lidar	0.712687	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6426	-9.15132	4.88225	3.41944	-0.402381	radar	0.260335	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9267	-9.14843	4.91661	3.35962	-0.449554	lidar	1.90629	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.184	-9.22199	4.94914	3.34555	-0.43752	radar	4.5486	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4457	-9.33931	4.99233	3.35233	-0.401709	lidar	5.41502	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6902	-9.36727	4.95388	3.31616	-0.429067	radar	2.01012	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.946	-9.45352	4.97883	3.31398	-0.405176	lidar	2.17365	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1983	-9.46137	4.962	3.27402	-0.433937	radar	2.2807	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4498	-9.45566	4.96303	3.23525	-0.454418	lidar	0.48466	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6705	-9.45298	4.91158	3.2012	-0.474111	radar	5.18294	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.952	-9.43959	4.95512	3.1621	-0.491236	lidar	1.43129	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2031	-9.50032	4.97941	3.16914	-0.446794	radar	7.91833	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4626	-9.51953	4.99364	3.15283	-0.439239	lidar	0.513773	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7205	-9.50805	4.99056	3.12082	-0.456432	radar	1.69547	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9749	-9.47609	4.9984	3.08682	-0.469451	lidar	0.18121	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2199	-9.43672	4.97896	3.04773	-0.495477	radar	0.707078	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.424	-9.48272	4.91623	3.05754	-0.456601	lidar	2.38292	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6606	-9.46982	4.91774	3.04429	-0.439465	radar	1.6893	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9087	-9.4624	4.91965	3.03088	-0.429341	lidar	0.2718	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1392	-9.42392	4.9139	3.0092	-0.425253	radar	3.95576	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3839	-9.30495	4.93437	2.95032	-0.468863	lidar	2.97912	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6181	-9.22743	4.91725	2.90785	-0.50032	radar	1.13291	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8684	-9.10531	4.95059	2.85545	-0.531294	lidar	1.27868	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1056	-9.00403	4.96296	2.8174	-0.543	radar	4.93627	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.284	-9.12962	4.81645	2.87807	-0.446623	lidar	14.9859	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5231	-9.08706	4.82316	2.86895	-0.427219	radar	1.54056	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7437	-8.99239	4.82146	2.83526	-0.441492	lidar	0.711943	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9854	-8.91085	4.83544	2.80886	-0.449427	radar	2.41612	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1824	-8.84248	4.79216	2.78987	-0.446598	lidar	1.40636	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4156	-8.75355	4.79841	2.76274	-0.457283	radar	1.89382	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.61	-8.72795	4.73154	2.76528	-0.429915	lidar	1.98049	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8024	-8.58101	4.7008	2.70039	-0.503084	radar	6.64372	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0056	-8.50598	4.67559	2.68616	-0.491247	lidar	0.307703	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2151	-8.39751	4.68835	2.66663	-0.47667	radar	1.93867	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4446	-8.30237	4.70581	2.65157	-0.466234	lidar	1.14697	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6367	-8.18355	4.68639	2.61936	-0.48334	radar	0.96557	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8691	-7.94946	4.7992	2.55328	-0.527454	lidar	5.59475	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.06	-7.79842	4.7859	2.50484	-0.573448	radar	3.53988	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2857	-7.6248	4.84669	2.47095	-0.577212	lidar	2.17324	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
